Age,Gender,Marital_Status,Governorate,Household_Size,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Working_Children_Count,Total_Spouse_Income,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Eligible,ID,Fraud
37.0,1,2,4,1,107.51,1,3,1,1,3517.22,946.93,0,0,0.0,0.0,107.51,1,1,4,8,0,100.0,89.448,-10.55,0.894,1,17.85,0,1,1,18295891,0
22.0,0,1,4,9,135.15,2,2,1,1,5682.92,3896.4,5,2,215.85,137.55,488.55,1,2,4,7,1,100.0,111.495,11.5,1.115,1,25.44,1,3,1,14034865,0
46.0,0,2,2,2,80.0,0,2,0,1,1653.64,3836.15,0,0,0.0,0.0,80.0,1,1,4,7,1,100.0,98.318,-1.68,0.983,1,16.36,0,1,1,11576438,0
49.0,1,0,4,2,94.2,4,3,1,0,3208.68,2051.04,2,0,0.0,0.0,94.2,1,1,6,8,0,100.0,131.331,31.33,1.313,0,5.0,0,3,1,13943796,0
37.0,1,2,1,1,80.0,0,0,2,1,3504.68,1728.08,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,26.44,0,3,0,16525684,0
18.0,1,2,2,1,80.0,1,3,0,1,726.77,2325.14,0,0,0.0,0.0,80.0,1,0,4,8,1,100.0,132.84,32.84,1.328,1,26.8,0,1,1,11663953,0
56.0,1,2,1,1,166.8,2,0,0,0,3335.55,2561.49,0,0,0.0,0.0,166.8,1,1,4,5,0,100.0,91.249,-8.75,0.912,1,34.56,1,2,1,10689654,0
39.0,1,2,3,5,80.0,2,1,0,1,2813.49,1181.14,0,0,0.0,0.0,80.0,1,1,4,9,1,100.0,120.477,20.48,1.205,0,5.0,0,0,1,19586939,0
49.0,0,2,0,5,175.7,1,0,0,0,3467.62,2764.37,0,0,0.0,0.0,175.7,1,2,4,8,1,100.0,63.805,-36.2,0.638,1,18.22,0,0,1,17754363,0
28.0,0,0,1,4,80.0,2,0,2,0,2100.27,1201.26,2,1,0.0,83.54,163.54,0,0,0,0,2,0.0,0.0,0.0,0.0,1,27.67,0,0,0,13116246,0
30.0,0,0,3,4,80.0,0,2,1,1,1975.49,2338.2,1,0,0.0,0.0,80.0,1,1,8,8,1,100.0,130.366,30.37,1.304,1,16.93,1,0,1,11588006,0
36.0,0,1,3,3,80.0,1,0,2,0,9338.44,742.46,1,0,217.94,0.0,297.94,0,0,0,0,2,0.0,0.0,0.0,0.0,1,31.18,0,1,0,13404243,0
48.0,1,2,3,5,80.0,0,0,0,1,3617.52,4287.62,0,0,0.0,0.0,80.0,1,0,4,6,1,100.0,144.596,44.6,1.446,1,22.83,0,1,1,14839316,0
37.0,1,2,1,4,80.0,1,0,0,1,4020.51,1737.08,0,0,0.0,0.0,80.0,1,0,4,3,1,100.0,93.205,-6.8,0.932,1,17.56,0,0,1,13620402,0
20.0,0,2,0,3,111.35,0,2,2,0,1623.66,8821.19,0,0,0.0,0.0,111.35,0,0,0,0,2,0.0,0.0,0.0,0.0,1,27.86,0,2,0,12379968,0
38.0,1,1,0,1,108.3,4,0,0,0,1980.32,3852.09,2,2,196.54,216.85,521.69,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,2,0,19605751,1
55.0,0,1,2,5,92.95,1,0,0,0,2553.11,2112.68,2,0,301.84,0.0,394.79,1,0,6,9,0,100.0,73.824,-26.18,0.738,1,8.72,0,0,1,15960182,0
36.0,0,1,2,4,80.0,0,0,0,1,3421.69,6265.81,1,0,129.31,0.0,209.31,1,0,4,8,1,100.0,89.841,-10.16,0.898,1,16.75,0,1,1,14220435,0
37.0,0,1,0,5,132.13,2,0,1,0,2023.7,2187.62,2,0,146.06,0.0,278.19,1,0,6,7,1,100.0,125.047,25.05,1.25,1,23.19,0,0,1,15599162,0
20.0,0,2,0,6,154.91,1,2,0,0,4220.05,1982.72,0,0,0.0,0.0,154.91,1,2,6,9,1,100.0,82.279,-17.72,0.823,1,25.13,0,1,1,10455641,0
18.0,1,2,2,6,105.16,2,2,0,0,4067.0,599.62,0,0,0.0,0.0,105.16,1,2,6,9,1,100.0,81.165,-18.83,0.812,1,30.23,0,1,1,18563056,0
27.0,0,2,0,5,80.0,2,0,0,0,2459.54,2456.48,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,2,0,12279583,0
31.0,0,2,3,7,108.37,2,1,1,0,2548.62,1246.42,0,0,0.0,0.0,108.37,1,1,4,2,0,100.0,79.622,-20.38,0.796,0,5.0,0,0,1,10363978,0
36.0,1,2,1,4,110.38,0,2,1,0,7799.76,2101.98,0,0,0.0,0.0,110.38,1,2,4,6,1,100.0,121.05,21.05,1.21,1,32.25,0,1,1,16958059,0
37.0,1,1,1,3,157.28,2,2,1,1,1821.6,1853.14,5,1,286.37,75.08,518.73,1,2,4,6,0,100.0,112.745,12.75,1.127,1,15.41,0,1,1,13399480,0
54.0,1,1,3,1,116.64,2,0,0,0,1465.62,961.43,5,1,179.26,67.33,363.23,1,0,4,9,1,100.0,69.328,-30.67,0.693,1,28.13,0,0,1,17720728,0
36.0,1,2,3,4,106.94,1,3,0,0,2032.25,6520.7,0,0,0.0,0.0,106.94,1,2,4,11,1,100.0,133.109,33.11,1.331,1,36.57,0,0,1,10324949,0
48.0,0,3,1,5,80.0,0,0,2,0,2889.06,1872.33,3,0,0.0,0.0,80.0,1,0,6,5,1,100.0,86.074,-13.93,0.861,0,5.0,0,0,1,18160825,0
35.0,1,1,1,4,159.51,1,3,2,1,3760.34,5992.84,1,1,199.22,23.35,382.08,1,0,6,8,1,100.0,116.176,16.18,1.162,0,5.0,0,2,1,11843547,0
52.0,1,2,1,5,80.0,1,0,0,0,2121.63,1970.65,0,0,0.0,0.0,80.0,1,1,4,6,1,100.0,70.963,-29.04,0.71,1,22.27,0,0,1,15028307,0
18.0,1,2,1,7,89.26,4,2,0,0,5552.08,2599.84,0,0,0.0,0.0,89.26,1,0,6,9,0,100.0,82.483,-17.52,0.825,1,25.04,1,0,1,10069118,0
28.0,0,2,1,3,148.06,2,0,1,0,1869.54,1509.24,0,0,0.0,0.0,148.06,1,1,6,10,1,100.0,151.398,51.4,1.514,1,14.35,0,0,1,15005783,0
47.0,1,2,4,1,85.61,2,3,2,1,2267.7,3433.61,0,0,0.0,0.0,85.61,1,2,4,6,1,100.0,116.124,16.12,1.161,0,5.0,0,2,1,19035700,0
33.0,0,1,0,5,80.0,0,0,0,0,2898.96,2426.53,1,0,244.96,0.0,324.96,1,1,6,3,1,100.0,87.89,-12.11,0.879,0,5.0,1,0,1,17771764,0
46.0,1,2,3,2,80.0,4,0,2,0,2100.18,3426.62,0,0,0.0,0.0,80.0,1,4,6,3,1,100.0,93.058,-6.94,0.931,1,33.91,0,1,1,14387794,0
40.0,1,2,4,6,92.3,0,0,0,1,3512.03,2383.73,0,0,0.0,0.0,92.3,1,0,8,7,1,100.0,44.984,-55.02,0.45,0,5.0,0,3,1,12543871,0
46.0,1,2,0,3,82.42,0,3,0,0,914.89,796.62,0,0,0.0,0.0,82.42,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,3,0,13378483,0
42.0,1,1,2,3,80.0,1,2,2,0,2290.92,2066.17,3,0,93.43,0.0,173.43,1,3,4,4,1,100.0,95.057,-4.94,0.951,1,26.54,1,0,1,13853735,0
43.0,1,2,0,4,106.14,0,0,1,0,1716.95,1763.24,0,0,0.0,0.0,106.14,1,2,4,10,0,100.0,109.944,9.94,1.099,0,5.0,0,1,1,12290275,0
53.0,0,1,2,1,133.59,1,0,1,0,16319.14,8257.48,0,0,215.45,0.0,349.04,1,2,4,7,1,100.0,79.524,-20.48,0.795,1,24.89,0,1,1,19714750,0
47.0,0,2,1,6,129.26,3,2,0,0,4033.3,2950.91,0,0,0.0,0.0,129.26,0,0,0,0,2,0.0,0.0,0.0,0.0,1,26.16,0,1,0,16184988,0
47.0,1,3,4,3,123.6,0,0,2,0,6931.43,2795.02,3,0,0.0,0.0,123.6,1,2,4,8,0,100.0,80.129,-19.87,0.801,1,31.97,0,1,1,17128933,0
35.0,1,2,1,5,139.27,4,3,1,0,5056.94,2178.18,0,0,0.0,0.0,139.27,1,3,4,6,0,100.0,141.456,41.46,1.415,0,5.0,0,0,1,17560136,0
28.0,1,2,0,6,164.87,2,1,0,1,2355.92,1130.82,0,0,0.0,0.0,164.87,0,0,0,0,2,0.0,0.0,0.0,0.0,1,34.13,0,2,0,10016066,0
27.0,0,2,4,1,161.86,0,0,2,0,2038.19,4935.07,0,0,0.0,0.0,161.86,1,1,8,8,0,100.0,60.485,-39.52,0.605,1,37.78,0,2,1,11436827,0
44.0,0,2,1,4,100.97,1,0,0,0,5785.87,3362.18,0,0,0.0,0.0,100.97,1,2,4,12,1,100.0,88.021,-11.98,0.88,0,5.0,1,1,1,13324617,0
18.0,1,2,1,5,85.78,2,3,3,1,2512.17,1408.72,0,0,0.0,0.0,85.78,1,0,4,7,1,100.0,42.697,-57.3,0.427,1,17.01,1,1,1,16151423,0
19.0,1,2,1,3,205.01,0,3,1,1,3255.09,1534.51,0,0,0.0,0.0,205.01,1,4,8,8,1,100.0,85.771,-14.23,0.858,1,42.43,0,2,1,16412055,0
23.0,1,2,1,2,80.0,0,2,1,0,3076.64,3723.42,0,0,0.0,0.0,80.0,1,1,4,9,1,100.0,61.227,-38.77,0.612,0,5.0,0,0,1,16142007,0
32.0,0,1,3,1,128.35,4,0,0,0,4943.33,1236.73,0,0,308.18,0.0,436.53,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,2,0,10393884,0
18.0,0,2,3,2,80.0,2,3,0,0,1650.03,2261.27,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,19.91,0,2,0,15481368,0
50.0,1,1,3,2,86.7,0,0,1,0,2988.05,970.6,2,0,340.06,0.0,426.76,1,0,6,5,1,100.0,129.63,29.63,1.296,1,40.79,0,0,1,16503707,0
42.0,0,1,4,2,102.83,0,1,0,0,1879.32,4220.44,0,0,113.28,0.0,216.11,1,2,4,9,1,100.0,135.743,35.74,1.357,1,25.24,0,0,1,11220975,0
59.0,1,2,1,1,80.0,2,0,2,0,1306.09,961.04,0,0,0.0,0.0,80.0,1,2,6,5,1,100.0,116.12,16.12,1.161,0,5.0,0,0,1,14666422,0
48.0,1,1,0,3,80.0,0,2,0,0,2483.63,6602.58,3,1,121.69,43.71,245.4,1,1,4,10,0,100.0,111.219,11.22,1.112,1,17.14,0,0,1,16154031,0
47.0,1,2,0,4,94.79,2,0,1,1,6417.09,636.17,0,0,0.0,0.0,94.79,1,3,4,10,0,100.0,125.605,25.61,1.256,0,5.0,0,2,1,16545011,0
62.0,0,2,2,3,124.72,0,0,1,0,1375.67,677.37,0,0,0.0,0.0,124.72,1,2,6,6,1,100.0,83.452,-16.55,0.835,1,25.74,0,1,1,15118123,0
28.0,0,1,1,9,160.29,0,1,1,0,2885.45,5862.81,4,0,297.56,0.0,457.85,0,0,0,0,2,0.0,0.0,0.0,0.0,1,26.37,0,0,0,16851477,0
18.0,1,2,2,3,80.0,2,2,1,1,2046.64,3750.58,0,0,0.0,0.0,80.0,1,1,4,5,0,100.0,85.811,-14.19,0.858,1,22.84,1,1,1,18398493,0
32.0,1,1,1,4,103.81,2,0,2,0,1830.58,12800.91,3,0,489.78,0.0,593.59,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.28,0,0,0,14219227,0
25.0,0,1,4,3,85.05,2,0,1,0,1715.4,2927.42,3,2,356.24,242.06,683.35,1,1,6,8,1,100.0,135.289,35.29,1.353,1,24.32,1,1,1,13847491,0
32.0,1,2,4,2,123.25,0,0,0,1,2100.23,9311.15,0,0,0.0,0.0,123.25,1,2,6,6,1,100.0,51.419,-48.58,0.514,1,25.6,0,1,1,19867607,0
22.0,1,2,0,3,98.74,0,3,0,0,1424.42,622.43,0,0,0.0,0.0,98.74,1,2,6,7,1,100.0,53.426,-46.57,0.534,1,13.9,0,1,1,15764970,0
42.0,1,1,4,5,83.89,1,0,0,0,3688.44,2228.19,5,1,524.11,147.31,755.31,0,0,0,0,2,0.0,0.0,0.0,0.0,1,25.71,1,1,0,18454268,0
41.0,0,1,0,3,80.0,1,0,0,0,838.53,3634.2,2,1,86.05,61.92,227.97,0,0,0,0,2,0.0,0.0,0.0,0.0,1,39.0,0,0,0,17923101,0
35.0,0,2,3,2,95.06,0,2,0,0,2330.73,2144.69,0,0,0.0,0.0,95.06,1,3,8,8,1,100.0,54.839,-45.16,0.548,1,30.33,0,1,1,14008125,0
39.0,1,1,2,1,191.85,1,0,3,1,2172.12,1079.79,2,0,436.91,0.0,628.76,1,3,6,6,1,100.0,77.601,-22.4,0.776,0,5.0,0,5,1,14445649,0
33.0,1,1,2,5,80.0,4,1,0,0,3091.29,1877.27,1,0,272.6,0.0,352.6,1,0,4,9,0,100.0,121.665,21.67,1.217,1,22.48,0,0,1,10301235,0
44.0,1,1,4,5,1121.55,1,1,2,0,17058.19,4415.82,2,0,353.52,0.0,1475.07,1,1,8,2,1,100.0,130.566,30.57,1.306,0,5.0,0,0,1,19394798,0
36.0,1,1,0,6,1574.73,2,2,1,1,10501.69,384.45,1,0,650.97,0.0,2225.7,1,0,4,9,1,100.0,77.24,-22.76,0.772,0,5.0,0,1,1,19704436,0
32.0,0,1,3,5,1423.81,0,0,1,0,15733.93,3003.23,0,0,239.65,0.0,1663.46,1,3,4,8,1,100.0,130.543,30.54,1.305,0,5.0,0,1,0,17499244,0
46.0,0,2,3,3,1199.21,0,0,1,0,19562.3,4269.86,0,0,0.0,0.0,1199.21,1,0,6,6,1,100.0,104.307,4.31,1.043,1,28.35,0,0,0,18271154,0
50.0,1,2,3,1,1293.27,2,0,1,0,14411.76,8820.43,0,0,0.0,0.0,1293.27,1,3,6,4,0,100.0,87.952,-12.05,0.88,1,33.94,0,1,0,16204858,0
51.0,1,1,3,7,1214.22,2,2,2,0,3213.6,2232.83,3,1,341.95,123.63,1679.8,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,2,0,17610760,0
23.0,1,2,1,8,1872.08,1,2,1,1,16538.16,3641.93,0,0,0.0,0.0,1872.08,0,0,0,0,2,0.0,0.0,0.0,0.0,1,5.0,0,0,0,16131400,0
29.0,0,2,1,5,1413.8,0,0,1,1,7678.75,2918.68,0,0,0.0,0.0,1413.8,1,3,4,9,0,100.0,118.833,18.83,1.188,1,13.97,1,1,0,13887452,0
18.0,1,2,3,5,1326.48,2,3,0,0,21805.22,2087.39,0,0,0.0,0.0,1326.48,1,4,4,6,1,100.0,81.638,-18.36,0.816,1,6.95,0,1,1,12718170,0
32.0,1,1,0,8,433.82,0,1,0,0,10512.72,2066.73,0,0,324.47,0.0,758.29,1,0,4,6,1,100.0,110.313,10.31,1.103,1,17.95,1,1,1,10889020,0
40.0,0,1,3,8,759.93,2,2,2,0,14692.05,1299.23,2,0,521.62,0.0,1281.55,1,1,8,10,1,100.0,83.719,-16.28,0.837,1,15.99,0,1,1,17128903,0
33.0,0,1,3,5,878.36,2,0,0,1,9314.5,1520.8,3,0,174.31,0.0,1052.67,0,0,0,0,2,0.0,0.0,0.0,0.0,1,25.33,0,2,0,16040120,0
58.0,0,0,0,6,1660.6,0,1,1,0,7268.81,4413.36,0,0,0.0,0.0,1660.6,0,0,0,0,2,0.0,0.0,0.0,0.0,1,35.62,1,0,0,19660744,0
30.0,0,2,1,6,1964.23,0,0,1,0,46102.61,2606.34,0,0,0.0,0.0,1964.23,1,3,6,3,1,100.0,112.84,12.84,1.128,1,14.69,0,0,0,12847371,0
22.0,1,1,3,5,1110.83,0,2,0,0,7113.06,1417.8,2,0,118.45,0.0,1229.28,1,1,4,9,0,100.0,57.33,-42.67,0.573,0,5.0,0,2,1,13557369,0
42.0,1,2,0,4,1212.21,2,0,0,0,15753.97,3460.29,0,0,0.0,0.0,1212.21,1,2,4,7,1,100.0,113.498,13.5,1.135,0,5.0,0,1,0,16634096,0
37.0,0,3,2,5,1279.45,3,0,1,1,10849.22,1549.54,3,1,0.0,75.82,1355.27,1,0,6,5,0,100.0,49.443,-50.56,0.494,1,32.18,0,2,0,18855131,1
42.0,1,1,2,6,1277.5,1,0,0,0,21610.66,14103.63,2,0,129.79,0.0,1407.29,1,2,6,4,1,100.0,116.893,16.89,1.169,1,17.1,0,1,1,10505964,0
39.0,0,2,4,4,705.81,2,1,2,0,8064.02,5648.62,0,0,0.0,0.0,705.81,1,4,6,4,1,100.0,92.936,-7.06,0.929,0,5.0,1,3,0,11768991,0
38.0,0,1,1,7,1357.68,0,0,2,0,23409.1,5862.3,3,3,373.49,164.18,1895.35,0,0,0,0,2,0.0,0.0,0.0,0.0,1,26.44,3,3,0,18191944,1
18.0,1,2,1,2,1166.72,2,2,1,0,11493.68,1503.81,0,0,0.0,0.0,1166.72,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,0,0,16757094,0
26.0,0,2,3,3,1418.25,2,0,0,0,22572.36,1518.2,0,0,0.0,0.0,1418.25,1,2,8,8,1,100.0,73.233,-26.77,0.732,1,45.22,0,3,0,10283038,0
28.0,0,1,2,7,1016.67,0,0,0,0,14575.82,2065.13,2,0,270.67,0.0,1287.34,1,2,8,10,1,100.0,108.318,8.32,1.083,1,13.96,0,2,1,19426385,0
31.0,1,1,1,9,819.78,0,0,0,0,5825.69,2368.41,5,0,159.34,0.0,979.12,1,2,4,9,1,100.0,54.025,-45.98,0.54,1,37.16,0,0,1,15951734,0
30.0,1,2,1,8,1085.19,0,0,2,1,27051.44,1844.55,0,0,0.0,0.0,1085.19,1,2,4,9,1,100.0,118.837,18.84,1.188,0,5.0,0,0,0,14509970,0
40.0,0,2,4,4,637.35,1,3,2,0,10047.47,784.9,0,0,0.0,0.0,637.35,1,3,4,6,1,100.0,151.971,51.97,1.52,1,36.58,2,2,0,17848264,0
42.0,1,2,2,4,1107.25,4,2,3,0,16091.5,3476.08,0,0,0.0,0.0,1107.25,1,1,6,6,1,100.0,130.068,30.07,1.301,1,23.1,0,0,0,17200777,0
21.0,1,2,4,5,1093.91,0,2,1,0,4426.77,4775.44,0,0,0.0,0.0,1093.91,1,1,4,4,0,100.0,79.862,-20.14,0.799,1,32.47,0,0,1,11358589,0
43.0,0,2,1,9,1134.99,0,0,0,0,23106.76,9234.52,0,0,0.0,0.0,1134.99,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,1,0,0,13135620,1
42.0,1,2,3,7,1294.71,2,0,2,1,9675.48,1826.41,0,0,0.0,0.0,1294.71,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.44,1,1,0,11045821,0
41.0,0,1,2,4,1285.14,4,0,0,1,7616.25,683.36,2,0,331.95,0.0,1617.09,1,1,6,5,1,100.0,57.69,-42.31,0.577,1,24.09,0,3,1,17497468,0
18.0,0,2,3,5,820.09,0,2,1,1,27197.59,653.02,0,0,0.0,0.0,820.09,0,0,0,0,2,0.0,0.0,0.0,0.0,1,26.31,0,0,0,14556120,0
40.0,0,2,1,2,875.69,0,2,1,0,14168.44,2169.72,0,0,0.0,0.0,875.69,0,0,0,0,2,0.0,0.0,0.0,0.0,1,32.43,0,1,0,10874549,0
36.0,1,1,3,7,1481.13,0,0,2,0,47634.61,2047.54,3,1,311.7,56.01,1848.84,1,1,4,4,0,100.0,127.277,27.28,1.273,1,27.36,2,1,1,10661768,0
47.0,0,2,4,4,808.98,1,0,0,0,20701.11,4145.34,0,0,0.0,0.0,808.98,1,1,6,7,1,100.0,90.807,-9.19,0.908,0,5.0,0,0,0,17256338,0
56.0,0,1,1,3,518.87,2,0,0,0,12946.06,2394.22,1,1,238.18,63.46,820.51,1,1,4,4,1,100.0,94.729,-5.27,0.947,0,5.0,0,0,1,10834730,0
54.0,1,1,0,1,1061.31,0,0,2,0,23617.26,2652.53,2,0,360.15,0.0,1421.46,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,1,1,0,16630178,0
36.0,0,1,2,3,931.98,2,3,1,0,19594.81,1923.6,0,0,207.09,0.0,1139.07,1,2,6,6,1,100.0,73.55,-26.45,0.735,0,5.0,0,2,0,12451613,0
35.0,1,1,1,3,823.83,1,1,3,1,4787.27,7805.58,0,0,296.83,0.0,1120.66,0,0,0,0,2,0.0,0.0,0.0,0.0,1,31.35,0,1,0,11578149,0
43.0,1,2,0,1,824.16,2,0,1,0,17500.09,1094.97,0,0,0.0,0.0,824.16,1,0,8,12,1,100.0,87.514,-12.49,0.875,0,5.0,0,1,0,14985521,0
22.0,0,2,3,2,1050.47,2,3,1,1,5741.28,1866.41,0,0,0.0,0.0,1050.47,0,0,0,0,2,0.0,0.0,0.0,0.0,1,30.77,0,2,0,16699599,0
18.0,1,1,0,3,763.45,0,3,0,0,2494.29,3157.89,4,2,230.55,249.88,1243.88,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,0,0,11759257,1
29.0,1,1,4,1,733.55,0,2,0,1,8635.7,3841.61,2,2,271.11,259.6,1264.26,1,2,6,7,1,100.0,73.482,-26.52,0.735,1,14.87,1,1,1,15961804,0
50.0,1,2,4,3,1013.48,2,2,1,1,6499.33,663.46,0,0,0.0,0.0,1013.48,1,3,6,8,1,100.0,83.489,-16.51,0.835,0,5.0,0,2,0,18572073,0
31.0,1,1,1,5,1020.09,2,3,1,1,8343.55,2134.14,4,2,206.01,321.68,1547.78,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.87,0,3,0,10125397,1
53.0,1,0,1,3,1060.4,2,0,1,0,21385.84,512.31,4,1,0.0,81.55,1141.95,1,1,8,8,1,100.0,103.497,3.5,1.035,1,29.55,0,2,0,12018162,0
18.0,0,2,3,5,757.04,0,2,1,0,24637.22,2828.49,0,0,0.0,0.0,757.04,1,1,4,6,0,100.0,73.966,-26.03,0.74,1,25.42,0,2,1,10265914,0
18.0,1,2,4,6,889.9,2,2,0,0,5025.17,512.84,0,0,0.0,0.0,889.9,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.62,0,1,0,14951390,0
34.0,1,2,4,5,619.27,2,0,1,0,5074.27,3947.0,0,0,0.0,0.0,619.27,0,0,0,0,2,0.0,0.0,0.0,0.0,1,25.84,0,2,0,11912569,0
46.0,0,1,1,9,1133.66,1,0,1,0,15063.87,1959.14,2,0,313.74,0.0,1447.4,1,1,4,6,0,100.0,66.657,-33.34,0.667,0,5.0,0,1,1,13841042,0
34.0,1,1,4,7,1496.94,2,0,1,0,9459.52,2746.18,2,1,179.08,65.59,1741.61,0,0,0,0,2,0.0,0.0,0.0,0.0,1,32.54,1,1,0,18623871,0
34.0,0,1,0,3,1055.03,0,0,0,1,26059.37,1518.77,2,0,220.9,0.0,1275.93,1,3,4,10,0,100.0,53.235,-46.76,0.532,1,8.04,0,0,1,16151639,0
34.0,1,1,4,5,922.47,0,1,1,0,17680.55,1839.25,3,0,356.15,0.0,1278.62,1,3,6,6,1,100.0,118.731,18.73,1.187,0,5.0,0,2,1,16307067,0
18.0,1,2,2,4,1665.92,3,0,1,0,8522.84,2041.42,0,0,0.0,0.0,1665.92,1,3,8,4,1,100.0,109.806,9.81,1.098,1,11.91,0,0,0,11370211,0
49.0,0,2,1,3,815.95,1,3,1,1,16929.48,891.32,0,0,0.0,0.0,815.95,0,0,0,0,2,0.0,0.0,0.0,0.0,1,13.6,0,4,0,16769732,0
27.0,1,2,3,5,1313.87,2,3,0,0,14021.9,693.69,0,0,0.0,0.0,1313.87,1,1,6,5,1,100.0,94.876,-5.12,0.949,1,26.82,0,0,0,10716500,0
48.0,1,2,4,7,831.54,0,2,0,1,11196.0,1375.04,0,0,0.0,0.0,831.54,1,0,4,8,0,100.0,83.186,-16.81,0.832,1,26.35,0,2,0,14645181,0
34.0,1,1,2,2,1944.85,0,2,0,0,17529.92,5944.1,5,1,476.72,70.87,2492.44,1,2,8,4,1,100.0,100.636,0.64,1.006,0,5.0,1,1,1,10647742,0
48.0,1,2,4,4,1204.94,0,0,0,0,14887.87,916.91,0,0,0.0,0.0,1204.94,1,3,6,8,1,100.0,107.077,7.08,1.071,1,36.05,0,2,0,13900407,0
39.0,0,1,2,3,1172.42,2,0,1,0,5807.89,1123.9,6,0,196.95,0.0,1369.37,1,2,6,8,1,100.0,104.595,4.59,1.046,1,23.97,0,0,1,15758978,0
34.0,0,1,4,3,1016.68,1,0,0,1,44471.16,2954.72,6,1,133.87,72.86,1223.41,1,1,4,4,1,100.0,62.279,-37.72,0.623,1,17.72,0,3,1,17930578,0
38.0,1,2,3,5,1071.3,1,3,0,0,8652.83,4026.29,0,0,0.0,0.0,1071.3,1,3,6,7,1,100.0,96.725,-3.28,0.967,1,22.69,0,0,0,16030673,0
18.0,1,2,3,6,1003.22,3,2,3,0,20961.7,1698.57,0,0,0.0,0.0,1003.22,1,1,4,3,1,100.0,56.112,-43.89,0.561,0,5.0,0,0,1,16640847,0
35.0,0,1,1,2,1014.26,0,1,0,1,12107.5,527.27,3,1,119.98,286.42,1420.66,1,1,4,8,1,100.0,90.588,-9.41,0.906,0,5.0,0,0,1,19606575,0
56.0,0,2,0,6,1021.4,3,0,0,0,16135.61,1122.51,0,0,0.0,0.0,1021.4,1,1,4,9,0,100.0,113.388,13.39,1.134,1,35.79,0,0,0,11405271,0
51.0,0,1,1,5,955.31,0,0,0,0,12039.39,6075.58,4,2,244.81,324.77,1524.89,0,0,0,0,2,0.0,0.0,0.0,0.0,1,16.66,1,1,0,16217841,1
23.0,1,2,4,6,589.13,2,0,0,0,8146.63,2793.5,0,0,0.0,0.0,589.13,0,0,0,0,2,0.0,0.0,0.0,0.0,1,29.05,1,0,0,19374397,0
41.0,0,2,1,3,1634.41,0,0,2,1,7307.85,4826.08,0,0,0.0,0.0,1634.41,1,1,4,7,1,100.0,152.237,52.24,1.522,0,5.0,0,0,0,11258339,0
38.0,1,1,4,3,1071.48,1,0,1,0,20713.53,2990.43,2,1,354.12,117.64,1543.24,0,0,0,0,2,0.0,0.0,0.0,0.0,1,18.61,0,2,0,12827156,0
45.0,1,2,1,5,1439.16,2,1,1,0,11619.5,1054.58,0,0,0.0,0.0,1439.16,1,2,4,17,1,100.0,88.329,-11.67,0.883,0,5.0,1,0,0,10447528,0
36.0,0,0,3,2,1165.01,2,0,0,1,9738.3,2763.43,1,1,0.0,71.43,1236.44,1,1,6,7,0,100.0,112.913,12.91,1.129,1,27.19,0,0,0,11137175,0
32.0,0,2,3,2,1068.95,2,0,1,0,5129.51,1779.91,0,0,0.0,0.0,1068.95,1,0,8,9,1,100.0,116.35,16.35,1.164,0,5.0,0,0,0,17060523,0
51.0,0,1,1,4,1101.97,2,0,0,0,31729.09,1767.78,3,2,315.77,98.23,1515.97,1,0,4,11,1,100.0,74.475,-25.53,0.745,1,29.89,0,2,1,17532881,0
38.0,0,1,1,1,731.65,2,0,1,0,3274.28,4585.91,0,0,160.65,0.0,892.3,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,15856211,0
50.0,1,1,4,2,782.51,0,0,2,0,8789.37,3272.41,1,0,123.47,0.0,905.98,1,6,6,3,1,100.0,87.053,-12.95,0.871,0,5.0,0,2,1,18563727,0
47.0,1,1,3,5,706.45,1,0,1,0,21832.83,1179.09,3,1,208.85,125.07,1040.37,1,3,6,3,1,100.0,91.35,-8.65,0.914,1,31.97,0,1,1,14102342,0
