Age,Gender,Marital_Status,Household_Size,Governorate,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Total_Spouse_Income,Working_Children_Count,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Fraud,Eligible,ID
37.0,1,2,6,3,124.96,0,0,0,1,2147.67,969.35,0,0.0,0,0.0,124.96,1,2,4,1,1,115.2,108.54,-6.66,0.942,1,25.5,0,2,0,1,10910978
22.0,0,1,6,1,112.7,2,2,1,0,1019.93,248.4,5,257.16,0,0.0,369.86,1,1,4,12,1,128.4,140.43,12.03,1.094,1,23.54,0,1,0,1,13826398
46.0,0,2,6,1,108.12,1,2,0,0,1930.31,1964.97,0,0.0,0,0.0,108.12,1,3,4,6,0,121.2,132.84,11.64,1.096,1,25.32,0,0,0,1,11820859
49.0,1,0,3,3,147.33,2,0,0,0,5513.73,6539.66,4,0.0,1,70.69,218.02,1,1,6,7,1,183.6,168.02,-15.58,0.915,1,23.17,0,1,0,1,12225381
37.0,1,2,5,3,80.0,2,0,0,0,2397.46,1323.94,0,0.0,0,0.0,80.0,1,1,4,11,1,127.2,117.75,-9.45,0.926,0,5.0,0,1,0,1,13009277
18.0,1,2,2,4,111.03,2,3,1,0,7140.12,2778.78,0,0.0,0,0.0,111.03,1,1,4,6,1,121.2,124.57,3.37,1.028,1,29.33,0,1,0,1,13524128
56.0,1,2,6,1,80.0,0,2,1,0,3153.71,3761.95,0,0.0,0,0.0,80.0,1,1,8,7,1,255.0,265.85,10.85,1.043,1,22.58,1,0,0,1,11684671
39.0,1,2,1,3,163.41,2,2,1,1,2629.21,772.9,0,0.0,0,0.0,163.41,1,3,6,4,1,178.2,160.13,-18.07,0.899,1,18.18,1,0,0,1,17664226
49.0,0,2,9,1,126.69,2,0,0,0,2907.8,2405.47,0,0.0,0,0.0,126.69,1,1,4,5,1,120.0,91.38,-28.62,0.762,1,32.28,0,0,0,1,14875964
28.0,0,0,4,4,114.05,1,3,0,0,1841.52,3495.41,0,0.0,0,0.0,114.05,1,1,4,3,0,117.6,78.2,-39.4,0.665,1,32.51,1,0,0,1,13908724
30.0,0,0,3,1,80.0,0,0,2,0,3718.12,2021.61,2,0.0,0,0.0,80.0,1,1,6,9,1,187.2,191.86,4.66,1.025,1,36.42,0,1,0,1,18514813
36.0,0,1,6,0,89.78,1,3,2,1,901.16,1304.83,2,216.33,0,0.0,306.11,1,1,4,11,1,127.2,105.34,-21.86,0.828,1,17.26,2,0,0,1,12977321
48.0,1,2,7,2,111.05,1,0,0,0,7528.43,2893.84,0,0.0,0,0.0,111.05,1,1,6,10,0,189.0,186.28,-2.72,0.986,0,5.0,0,1,0,1,17552576
37.0,1,2,4,3,80.0,4,0,0,0,2917.32,1017.18,0,0.0,0,0.0,80.0,1,1,4,10,0,126.0,141.5,15.5,1.123,1,25.81,0,2,0,1,13704536
20.0,0,2,5,1,112.9,2,3,1,0,1747.2,5693.76,0,0.0,0,0.0,112.9,1,2,4,9,0,124.8,127.67,2.87,1.023,1,45.27,1,0,0,1,11062497
38.0,1,1,5,2,80.0,2,3,2,1,3360.45,1887.78,1,371.61,0,0.0,451.61,1,1,4,2,1,116.4,106.11,-10.29,0.912,1,18.08,0,0,0,1,19405532
55.0,0,1,5,2,151.6,0,0,0,0,2949.87,7981.0,3,359.64,0,0.0,511.24,1,1,4,10,0,126.0,141.39,15.39,1.122,1,15.5,1,2,0,1,19673436
36.0,0,1,7,4,125.03,4,0,2,0,3163.52,3656.79,1,256.51,0,0.0,381.54,1,1,4,2,0,116.4,113.29,-3.11,0.973,0,5.0,0,1,0,1,16318386
37.0,0,1,9,3,120.28,0,0,0,1,2439.23,1132.9,3,200.8,0,0.0,321.08,1,1,4,11,0,127.2,143.31,16.11,1.127,1,48.7,0,4,0,1,16036059
20.0,0,2,4,0,143.39,0,2,0,0,3697.37,3357.84,0,0.0,0,0.0,143.39,1,1,8,10,1,262.5,327.11,64.61,1.246,1,12.16,0,1,0,1,11835425
18.0,1,2,1,2,129.92,1,2,2,0,3276.9,1486.19,0,0.0,0,0.0,129.92,1,1,4,4,0,118.8,116.34,-2.46,0.979,1,28.95,1,1,0,1,12998499
27.0,0,2,6,3,193.56,0,0,1,0,2572.04,1236.64,0,0.0,0,0.0,193.56,1,1,4,14,1,130.8,127.31,-3.49,0.973,1,38.78,0,2,0,1,12658685
31.0,0,2,2,1,114.6,1,0,1,0,5968.92,1539.77,0,0.0,0,0.0,114.6,1,1,8,11,1,265.0,261.01,-3.99,0.985,1,19.59,0,0,0,1,19973663
36.0,1,2,5,1,155.04,3,2,0,0,1846.35,2446.43,0,0.0,0,0.0,155.04,1,1,4,10,0,126.0,123.8,-2.2,0.983,1,6.07,0,2,0,1,14937497
37.0,1,1,5,3,163.62,0,0,2,0,2426.64,577.54,3,210.36,2,139.91,513.89,1,1,4,9,1,124.8,132.88,8.08,1.065,1,35.97,0,1,0,1,16863507
54.0,1,1,1,1,88.97,4,3,1,0,17872.3,2967.29,0,726.55,0,0.0,815.52,1,1,4,18,1,135.6,136.62,1.02,1.008,1,31.5,0,2,0,1,13413927
36.0,1,2,4,1,136.53,2,1,0,1,6111.79,1226.88,0,0.0,0,0.0,136.53,1,2,4,9,1,124.8,104.7,-20.1,0.839,1,25.73,0,0,0,1,18549291
48.0,0,3,4,0,119.62,0,0,2,0,2296.49,6414.96,6,0.0,2,302.26,421.88,1,1,8,8,1,257.5,301.07,43.57,1.169,1,36.7,0,0,0,1,18226407
35.0,1,1,5,1,80.67,1,0,0,0,1813.61,6748.12,0,467.93,0,0.0,548.6,1,1,4,7,0,122.4,107.88,-14.52,0.881,1,42.62,0,0,0,1,12869038
52.0,1,2,4,2,135.95,2,0,3,1,2751.41,5494.28,0,0.0,0,0.0,135.95,1,1,8,15,1,275.0,295.34,20.34,1.074,1,27.32,1,0,0,1,10206079
18.0,1,2,2,0,122.43,0,0,1,1,2959.91,4728.93,0,0.0,0,0.0,122.43,1,1,6,6,1,181.8,181.93,0.13,1.001,1,19.55,1,2,0,1,12367115
28.0,0,2,2,2,211.46,0,0,1,0,4551.23,495.87,0,0.0,0,0.0,211.46,1,2,4,10,1,126.0,112.26,-13.74,0.891,1,23.88,0,0,0,1,15352423
47.0,1,2,1,1,127.68,4,0,0,0,2081.36,9636.64,0,0.0,0,0.0,127.68,1,1,4,8,1,123.6,122.45,-1.15,0.991,1,19.16,0,3,0,1,16977920
33.0,0,1,3,1,134.98,2,0,0,0,2070.36,2603.13,1,165.8,0,0.0,300.78,1,1,4,10,0,126.0,124.9,-1.1,0.991,1,17.92,0,1,0,1,14685816
46.0,1,2,4,4,151.88,0,0,1,0,1813.31,7008.51,0,0.0,0,0.0,151.88,1,1,4,8,1,123.6,139.56,15.96,1.129,0,5.0,0,1,0,1,18257340
40.0,1,2,4,1,113.61,0,1,0,0,1643.09,12489.58,0,0.0,0,0.0,113.61,1,1,4,9,0,124.8,117.11,-7.69,0.938,1,29.13,0,2,0,1,10299655
46.0,1,2,1,3,100.39,2,0,2,0,3657.38,2498.75,0,0.0,0,0.0,100.39,1,1,8,5,1,250.0,247.06,-2.94,0.988,1,25.11,0,5,0,1,18002565
42.0,1,1,7,0,95.74,0,2,0,0,1443.0,640.59,0,234.69,0,0.0,330.43,1,2,4,4,1,118.8,113.84,-4.96,0.958,0,5.0,0,2,0,1,19961655
43.0,1,2,2,2,80.0,2,0,1,1,2843.12,1881.4,0,0.0,0,0.0,80.0,1,1,4,6,1,121.2,128.66,7.46,1.062,0,5.0,0,2,0,1,10832020
53.0,0,1,4,3,80.0,0,0,1,0,1357.01,3647.46,4,224.43,1,95.33,399.76,1,1,6,12,1,192.6,197.45,4.85,1.025,0,5.0,0,2,0,1,11363430
47.0,0,2,5,3,168.09,0,1,1,0,5095.51,1779.34,0,0.0,0,0.0,168.09,1,1,6,7,1,183.6,190.88,7.28,1.04,1,31.92,0,2,0,1,17175899
47.0,1,3,6,1,123.6,2,0,1,1,946.17,1114.26,0,0.0,0,0.0,123.6,1,1,4,10,0,126.0,141.81,15.81,1.125,1,29.02,0,0,0,1,11973729
35.0,1,2,9,3,83.04,2,0,2,0,2784.06,5315.5,0,0.0,0,0.0,83.04,1,1,8,6,1,252.5,254.6,2.1,1.008,1,18.85,1,0,0,1,19183192
28.0,1,2,3,3,150.28,2,0,1,0,2435.77,2270.89,0,0.0,0,0.0,150.28,1,1,4,16,0,133.2,116.95,-16.25,0.878,0,5.0,0,1,0,1,19905242
27.0,0,2,9,0,159.67,0,0,0,1,1808.17,1721.89,0,0.0,0,0.0,159.67,1,1,6,6,1,181.8,175.79,-6.01,0.967,1,24.62,0,0,0,1,16883742
44.0,0,2,3,1,101.38,0,3,0,0,5932.09,2106.71,0,0.0,0,0.0,101.38,1,1,4,12,1,128.4,122.72,-5.68,0.956,1,15.16,0,2,0,1,13277014
18.0,1,2,5,2,200.97,1,2,0,0,1575.79,2040.63,0,0.0,0,0.0,200.97,1,1,4,12,1,128.4,123.01,-5.39,0.958,1,23.01,1,0,0,1,17335513
19.0,1,2,3,1,102.62,1,0,0,0,3120.57,3904.32,0,0.0,0,0.0,102.62,1,3,4,4,0,118.8,117.5,-1.3,0.989,0,5.0,0,0,0,1,12932275
23.0,1,2,3,3,80.83,0,2,0,0,2275.88,4858.31,0,0.0,0,0.0,80.83,1,1,4,13,1,129.6,133.94,4.34,1.033,1,17.36,0,0,0,1,14864790
32.0,0,1,4,1,104.92,1,0,3,1,6566.55,3998.37,3,201.42,0,0.0,306.34,1,1,4,6,0,121.2,127.2,6.0,1.05,1,26.32,0,1,0,1,11184082
18.0,0,2,7,0,104.46,4,2,0,0,2381.07,1480.46,0,0.0,0,0.0,104.46,1,1,6,9,1,187.2,193.91,6.71,1.036,0,5.0,0,0,0,1,14721468
50.0,1,1,2,0,115.58,1,1,2,0,3587.15,4347.0,2,315.92,1,63.26,494.76,1,1,6,10,0,189.0,159.5,-29.5,0.844,0,5.0,0,1,0,1,14300475
42.0,0,1,4,4,93.51,2,2,1,1,3844.04,1629.1,5,202.83,0,0.0,296.34,1,1,4,10,0,126.0,109.37,-16.63,0.868,1,20.51,0,0,0,1,12080469
59.0,1,2,5,1,138.1,0,0,1,0,5707.12,2827.72,0,0.0,0,0.0,138.1,1,1,4,5,1,120.0,109.98,-10.02,0.916,0,5.0,0,3,0,1,11434842
48.0,1,1,8,1,80.0,0,0,1,0,2118.77,2456.09,5,252.44,1,40.65,373.09,1,1,4,10,1,126.0,135.12,9.12,1.072,1,21.11,0,1,0,1,19517366
47.0,1,2,4,3,99.38,2,0,1,0,2902.96,1010.63,0,0.0,0,0.0,99.38,1,1,4,4,0,118.8,133.64,14.84,1.125,1,20.67,0,1,0,1,14835593
62.0,0,2,4,1,84.05,2,2,2,0,3468.06,2488.19,0,0.0,0,0.0,84.05,1,2,4,8,0,123.6,141.85,18.25,1.148,1,20.4,0,1,0,1,11972980
28.0,0,1,2,3,112.48,1,0,1,1,2051.16,2472.87,2,278.51,0,0.0,390.99,1,1,4,4,0,118.8,120.02,1.22,1.01,0,5.0,0,1,0,1,14447121
18.0,1,2,6,3,80.0,0,2,1,1,6155.45,4231.43,0,0.0,0,0.0,80.0,1,1,8,4,0,247.5,243.29,-4.21,0.983,1,29.12,0,1,0,1,12873305
32.0,1,1,9,2,111.0,2,0,0,0,2536.48,7910.8,0,130.41,0,0.0,241.41,1,2,6,6,0,181.8,210.81,29.01,1.16,1,28.66,0,1,0,1,18256149
25.0,0,1,3,1,95.92,0,1,0,0,4470.13,10841.02,0,311.58,0,0.0,407.5,1,1,6,8,0,185.4,230.42,45.02,1.243,0,5.0,0,0,0,1,14276946
32.0,1,2,5,1,80.0,2,2,2,0,2512.25,1753.7,0,0.0,0,0.0,80.0,1,1,6,2,0,174.6,169.02,-5.58,0.968,1,28.79,0,1,0,1,15696656
22.0,1,2,4,1,107.88,2,2,0,1,1571.38,877.82,0,0.0,0,0.0,107.88,1,1,6,2,0,174.6,169.48,-5.12,0.971,1,24.22,0,0,0,1,14758402
42.0,1,1,3,1,90.53,0,1,1,0,2851.11,2660.01,3,267.74,0,0.0,358.27,1,1,8,5,1,250.0,249.05,-0.95,0.996,0,5.0,0,1,0,1,12801380
41.0,0,1,5,1,153.91,0,0,1,0,2227.14,1806.56,5,141.9,1,106.65,402.46,1,2,4,9,1,124.8,115.89,-8.91,0.929,1,36.04,0,1,0,1,19373077
35.0,0,2,5,0,100.06,0,3,0,0,3181.17,1824.58,0,0.0,0,0.0,100.06,1,2,6,13,1,194.4,206.47,12.07,1.062,1,36.44,0,0,0,1,15706280
39.0,1,1,2,1,115.55,2,0,0,0,2832.79,2236.68,0,356.36,0,0.0,471.91,1,1,4,8,0,123.6,269.1,145.5,2.177,1,30.52,2,3,1,1,15032502
33.0,1,1,2,1,141.51,3,0,1,1,4354.43,2042.47,2,164.33,0,0.0,305.84,1,2,4,1,0,115.2,128.45,13.25,1.115,1,25.52,0,1,0,1,10267115
44.0,1,1,3,3,1299.36,1,0,0,0,8193.28,1055.82,3,228.38,0,0.0,1527.74,1,1,4,6,1,121.2,129.19,7.99,1.066,1,22.07,1,1,0,1,10696824
36.0,1,1,4,1,976.49,2,1,2,0,19961.12,1342.82,0,531.13,0,0.0,1507.62,0,0,0,0,2,9.5,12.75,3.25,1.342,0,5.0,0,0,0,0,14227336
32.0,0,1,4,0,1352.89,0,0,2,0,8445.06,6435.37,2,275.8,0,0.0,1628.69,0,0,0,0,2,9.5,9.04,-0.46,0.952,1,29.52,0,2,0,0,13149346
46.0,0,2,8,0,1147.3,2,0,1,0,12636.14,1754.62,0,0.0,0,0.0,1147.3,1,1,4,6,1,121.2,116.72,-4.48,0.963,0,5.0,1,2,0,0,10845753
50.0,1,2,5,1,975.57,2,0,0,0,11293.32,1834.29,0,0.0,0,0.0,975.57,1,2,4,10,0,126.0,117.85,-8.15,0.935,1,29.09,0,1,0,0,16709181
51.0,1,1,1,1,1190.9,0,0,0,0,9335.89,9035.77,3,380.18,0,0.0,1571.08,1,3,4,10,1,126.0,154.82,28.82,1.229,1,30.6,0,1,0,1,14305904
23.0,1,2,4,1,699.86,0,2,0,0,16102.29,1820.39,0,0.0,0,0.0,699.86,0,0,0,0,2,9.5,8.77,-0.73,0.923,0,5.0,0,0,0,0,13117672
29.0,0,2,1,0,936.8,0,0,2,1,18301.16,2060.67,0,0.0,0,0.0,936.8,0,0,0,0,2,9.5,10.58,1.08,1.114,1,16.49,0,3,0,0,16010990
18.0,1,2,3,1,701.85,1,2,2,0,27752.43,951.65,0,0.0,0,0.0,701.85,1,2,4,6,0,121.2,99.79,-21.41,0.823,0,5.0,0,2,0,1,18817316
32.0,1,1,8,1,1089.08,4,2,3,0,5120.58,6267.53,2,206.8,0,0.0,1295.88,0,0,0,0,2,9.5,11.01,1.51,1.159,1,23.91,0,1,0,0,17700952
40.0,0,1,2,2,705.48,0,3,1,0,65406.74,6429.05,2,313.52,0,0.0,1019.0,0,0,0,0,2,9.5,10.7,1.2,1.126,1,20.82,0,1,0,0,12639196
33.0,0,1,4,4,1202.6,0,0,0,0,19316.39,848.08,2,208.81,0,0.0,1411.41,1,2,4,6,1,121.2,361.1,239.9,2.979,1,9.56,3,3,1,1,13839406
58.0,0,0,4,4,1410.47,2,0,2,1,14310.43,2085.56,5,0.0,2,238.04,1648.51,0,0,0,0,2,9.5,10.18,0.68,1.072,0,5.0,1,0,0,0,18360192
30.0,0,2,4,1,1350.24,4,0,0,1,17748.33,2499.87,0,0.0,0,0.0,1350.24,0,0,0,0,2,9.5,9.87,0.37,1.039,1,33.57,2,0,0,0,17616488
22.0,1,1,3,2,709.09,0,0,1,1,16871.34,1745.48,1,264.72,0,0.0,973.81,0,0,0,0,2,9.5,9.26,-0.24,0.975,0,5.0,0,1,0,0,18348352
42.0,1,2,9,0,683.6,0,2,1,0,29144.1,4260.1,0,0.0,0,0.0,683.6,1,1,6,11,1,190.8,178.19,-12.61,0.934,1,15.22,1,3,0,0,18922773
37.0,0,3,5,1,915.67,0,0,2,0,9439.13,1923.84,3,0.0,0,0.0,915.67,0,0,0,0,2,9.5,12.74,3.24,1.341,1,29.49,0,1,0,0,17556196
42.0,1,1,5,1,1071.55,1,0,0,0,4412.19,2653.31,2,362.43,0,0.0,1433.98,1,2,4,12,1,128.4,172.96,44.56,1.347,1,27.58,0,0,0,1,16373266
39.0,0,2,3,1,648.36,2,0,0,0,5335.8,2825.77,0,0.0,0,0.0,648.36,1,1,8,9,1,260.0,286.58,26.58,1.102,0,5.0,0,2,0,0,11410883
38.0,0,1,8,3,898.39,0,0,2,0,11215.9,2243.77,2,274.03,0,0.0,1172.42,0,0,0,0,2,9.5,6.44,-3.06,0.678,1,22.81,0,1,0,0,12906252
18.0,1,2,6,3,899.8,2,0,1,0,16582.67,562.62,0,0.0,0,0.0,899.8,1,1,4,15,0,132.0,130.98,-1.02,0.992,1,32.2,0,3,0,0,19045356
26.0,0,2,6,2,970.68,1,1,3,1,8690.96,1265.77,0,0.0,0,0.0,970.68,1,1,4,1,1,115.2,108.91,-6.29,0.945,0,5.0,1,0,0,0,14894668
28.0,0,1,1,2,458.44,2,0,1,0,6350.05,1051.95,3,385.51,0,0.0,843.95,1,2,4,8,1,123.6,114.15,-9.45,0.924,1,26.26,0,1,0,1,10759718
31.0,1,1,3,2,662.98,2,0,1,1,5550.34,2406.09,1,592.3,0,0.0,1255.28,1,2,4,10,1,126.0,149.87,23.87,1.189,1,33.76,1,1,0,1,18687326
30.0,1,2,3,1,938.01,0,2,0,0,22820.51,1861.82,0,0.0,0,0.0,938.01,1,1,6,5,1,180.0,206.02,26.02,1.145,1,17.98,1,1,0,0,18040075
40.0,0,2,7,2,855.18,0,2,0,1,37768.16,1691.92,0,0.0,0,0.0,855.18,1,1,4,6,0,121.2,111.56,-9.64,0.92,1,27.12,0,2,0,0,11869836
42.0,1,2,3,1,1045.89,2,2,1,1,17714.96,2324.56,0,0.0,0,0.0,1045.89,1,2,8,6,1,252.5,192.81,-59.69,0.764,0,5.0,0,0,0,0,12177110
21.0,1,2,7,3,957.72,2,2,1,1,8382.58,2005.62,0,0.0,0,0.0,957.72,0,0,0,0,2,9.5,9.33,-0.17,0.982,1,35.41,2,3,0,0,13822569
43.0,0,2,2,4,1131.39,2,0,1,0,5186.96,861.24,0,0.0,0,0.0,1131.39,0,0,0,0,2,9.5,11.67,2.17,1.228,1,31.8,0,0,0,0,15593616
42.0,1,2,7,1,633.82,0,0,1,0,9038.98,881.33,0,0.0,0,0.0,633.82,1,1,4,5,1,120.0,150.08,30.08,1.251,1,33.88,1,1,0,0,16543880
41.0,0,1,7,4,1034.45,2,0,0,0,17014.83,4561.89,4,323.58,1,84.63,1442.66,1,2,4,3,1,117.6,132.07,14.47,1.123,0,5.0,0,2,0,1,15261748
18.0,0,2,2,1,625.22,2,2,1,0,21483.27,2225.31,0,0.0,0,0.0,625.22,0,0,0,0,2,9.5,11.14,1.64,1.173,1,24.02,0,0,0,0,13041078
40.0,0,2,5,3,1264.42,1,0,1,0,5699.19,1967.84,0,0.0,0,0.0,1264.42,0,0,0,0,2,9.5,11.0,1.5,1.158,0,5.0,1,2,0,0,18674853
36.0,1,1,2,1,1392.03,2,0,1,0,9945.68,3543.65,4,189.85,0,0.0,1581.88,1,1,6,4,1,178.2,242.38,64.18,1.36,0,5.0,0,0,0,1,15192696
47.0,0,2,1,4,840.35,0,0,0,1,7210.5,1845.72,0,0.0,0,0.0,840.35,0,0,0,0,2,9.5,9.39,-0.11,0.988,0,5.0,0,0,0,0,10115091
56.0,0,1,3,1,1064.27,0,1,1,0,49982.76,2223.13,3,223.28,3,152.83,1440.38,1,1,6,5,0,180.0,192.03,12.03,1.067,0,5.0,0,1,0,1,14668699
54.0,1,1,2,4,1235.37,3,0,1,0,17803.71,2580.92,1,472.2,1,194.58,1902.15,1,1,6,3,1,176.4,136.29,-40.11,0.773,0,5.0,0,0,0,1,18921242
36.0,0,1,4,0,995.86,1,3,1,1,13636.62,4206.29,4,292.34,1,135.79,1423.99,1,1,8,1,0,240.0,267.38,27.38,1.114,1,16.15,0,1,0,1,14846822
35.0,1,1,4,1,1131.38,2,3,0,0,8938.11,5325.78,2,273.1,0,0.0,1404.48,1,2,4,10,0,126.0,143.31,17.31,1.137,0,5.0,0,2,0,1,13390507
43.0,1,2,3,1,855.3,0,2,0,1,6271.41,1212.92,0,0.0,0,0.0,855.3,1,1,4,3,1,117.6,269.475,151.88,2.291,1,23.93,2,4,1,0,10236378
22.0,0,2,3,3,1567.23,0,2,0,0,12034.62,4763.97,0,0.0,0,0.0,1567.23,1,1,4,15,1,132.0,119.25,-12.75,0.903,1,19.22,0,2,0,1,19135543
18.0,1,1,4,1,1070.62,0,2,0,0,9664.2,1600.01,3,286.28,0,0.0,1356.9,1,1,4,10,0,126.0,90.06,-35.94,0.715,1,33.57,0,1,0,1,16113880
29.0,1,1,2,4,1008.78,2,0,1,0,12086.85,3347.8,2,323.29,0,0.0,1332.07,1,1,4,6,1,121.2,132.43,11.23,1.093,1,28.35,0,0,0,1,14289668
50.0,1,2,3,1,1325.16,1,0,0,1,20963.41,1330.8,0,0.0,0,0.0,1325.16,1,1,4,7,0,122.4,118.89,-3.51,0.971,1,28.88,0,1,0,0,15683785
31.0,1,1,2,1,1275.56,1,3,0,0,10790.63,867.16,3,201.75,0,0.0,1477.31,1,3,4,8,0,123.6,136.52,12.92,1.105,1,34.89,0,3,0,1,11425369
53.0,1,0,1,0,609.23,3,1,3,0,4252.73,4200.43,2,0.0,0,0.0,609.23,1,1,4,5,0,120.0,130.99,10.99,1.092,1,26.35,1,1,0,0,19078170
18.0,0,2,5,1,1423.68,0,3,0,1,10234.83,7543.06,0,0.0,0,0.0,1423.68,1,2,4,8,1,123.6,115.12,-8.48,0.931,1,21.46,0,2,0,1,15635300
18.0,1,2,3,4,1032.16,3,2,0,0,18403.07,1702.03,0,0.0,0,0.0,1032.16,0,0,0,0,2,9.5,10.99,1.49,1.157,1,35.72,0,1,0,0,10632781
34.0,1,2,3,4,553.7,0,0,0,0,4219.4,4915.72,0,0.0,0,0.0,553.7,1,2,4,7,1,122.4,148.07,25.67,1.21,1,46.75,0,1,0,1,18047878
46.0,0,1,6,0,1021.9,2,0,0,0,3842.55,1461.81,6,538.77,1,124.94,1685.61,1,1,4,6,1,121.2,146.3,25.1,1.207,1,27.47,0,0,0,1,16658311
34.0,1,1,2,1,801.36,0,0,2,1,26012.02,2639.69,2,369.25,1,129.8,1300.41,1,1,8,12,1,267.5,275.33,7.83,1.029,0,5.0,0,1,0,1,19042309
34.0,0,1,3,4,1227.66,1,0,1,0,13465.64,2138.84,4,67.95,1,84.88,1380.49,0,0,0,0,2,9.5,9.6,0.1,1.011,1,22.64,0,1,0,0,12264782
34.0,1,1,8,2,1345.49,2,1,1,0,23290.65,1886.25,3,293.07,0,0.0,1638.56,0,0,0,0,2,9.5,10.82,1.32,1.139,0,5.0,0,1,0,0,10836847
18.0,1,2,5,3,1101.06,2,2,0,1,8118.35,1862.59,0,0.0,0,0.0,1101.06,0,0,0,0,2,9.5,9.0,-0.5,0.947,1,45.05,1,0,0,0,17863115
49.0,0,2,6,2,918.38,2,0,1,0,5137.74,974.01,0,0.0,0,0.0,918.38,1,1,4,9,1,124.8,132.56,7.76,1.062,0,5.0,0,1,0,0,18590082
27.0,1,2,6,3,809.46,2,0,0,0,10755.42,4898.06,0,0.0,0,0.0,809.46,1,1,6,13,1,194.4,175.52,-18.88,0.903,1,12.04,0,2,0,0,19842132
48.0,1,2,5,3,1226.37,2,0,1,0,27749.99,1281.24,0,0.0,0,0.0,1226.37,0,0,0,0,2,9.5,9.53,0.03,1.003,0,5.0,0,2,0,0,13592801
34.0,1,1,5,1,1056.67,0,0,2,0,5339.24,5093.34,2,200.51,0,0.0,1257.18,1,1,4,12,0,128.4,175.22,46.82,1.365,1,34.74,0,2,0,1,18584905
48.0,1,2,2,2,701.06,1,0,1,0,10235.65,1352.99,0,0.0,0,0.0,701.06,1,1,4,12,1,128.4,142.73,14.33,1.112,0,5.0,0,0,0,0,18096984
39.0,0,1,2,4,1323.66,1,0,0,1,38065.25,1422.48,1,352.53,1,211.29,1887.48,1,1,8,6,1,252.5,282.08,29.58,1.117,1,24.16,0,2,0,1,10151176
34.0,0,1,4,3,867.0,1,0,0,0,9871.2,3365.25,0,270.72,0,0.0,1137.72,1,1,4,12,1,128.4,136.59,8.19,1.064,1,38.95,0,0,0,0,12770643
38.0,1,2,2,1,1274.13,2,0,0,0,8409.01,4383.06,0,0.0,0,0.0,1274.13,1,1,6,9,1,187.2,210.18,22.98,1.123,0,5.0,0,0,0,0,12638838
18.0,1,2,3,0,940.97,0,2,1,1,13499.1,5525.61,0,0.0,0,0.0,940.97,1,1,4,11,1,127.2,111.98,-15.22,0.88,1,22.82,2,1,0,1,18724852
35.0,0,1,8,4,888.06,2,2,0,0,16201.05,756.3,1,79.81,1,97.11,1064.98,1,1,8,13,1,270.0,280.01,10.01,1.037,1,25.87,0,0,0,1,15456567
56.0,0,2,5,4,1151.38,0,0,0,0,47932.14,1239.25,0,0.0,0,0.0,1151.38,1,1,4,10,1,126.0,114.6,-11.4,0.91,0,5.0,0,0,0,0,17996599
51.0,0,1,6,4,1715.77,2,0,2,0,18047.81,6385.08,2,134.73,0,0.0,1850.5,1,1,4,9,1,124.8,159.33,34.53,1.277,1,26.51,0,2,0,1,18664062
23.0,1,2,2,3,1230.54,0,0,2,0,16112.69,1026.06,0,0.0,0,0.0,1230.54,1,2,4,6,0,121.2,111.1,-10.1,0.917,0,5.0,0,1,0,0,12275882
41.0,0,2,3,1,867.95,0,0,0,0,10113.33,2347.86,0,0.0,0,0.0,867.95,1,1,4,1,0,115.2,100.27,-14.93,0.87,0,5.0,0,0,0,0,18599052
38.0,1,1,5,0,1343.92,4,2,0,1,9914.03,1362.44,0,380.45,0,0.0,1724.37,1,1,6,5,1,180.0,200.74,20.74,1.115,1,19.52,0,1,0,0,13782309
45.0,1,2,3,2,1016.24,0,2,0,0,10822.41,1322.93,0,0.0,0,0.0,1016.24,1,1,8,7,1,255.0,227.38,-27.62,0.892,0,5.0,1,0,0,0,10466930
36.0,0,0,5,2,1541.85,2,1,2,1,24250.17,349.73,3,0.0,0,0.0,1541.85,1,2,6,1,1,172.8,204.52,31.72,1.184,1,35.77,0,1,0,0,19191979
32.0,0,2,4,4,650.63,0,2,2,0,16847.61,3566.96,0,0.0,0,0.0,650.63,1,1,4,9,1,124.8,106.48,-18.32,0.853,1,23.9,2,0,0,0,15768003
51.0,0,1,5,0,1601.08,2,0,1,1,6595.77,717.47,1,254.69,1,263.29,2119.06,1,1,4,6,0,121.2,118.26,-2.94,0.976,1,39.45,0,3,0,1,15038123
38.0,0,1,1,3,1306.03,3,0,0,0,26165.02,2107.28,1,393.34,0,0.0,1699.37,1,2,4,4,1,118.8,128.92,10.12,1.085,1,8.44,0,1,0,1,11536318
50.0,1,1,6,1,827.07,2,0,1,0,40275.77,919.04,0,205.93,0,0.0,1033.0,0,0,0,0,2,9.5,8.93,-0.57,0.94,1,25.34,0,0,0,0,15567371
47.0,1,1,2,3,750.02,3,3,0,1,29159.99,2891.38,0,380.18,0,0.0,1130.2,0,0,0,0,2,9.5,8.04,-1.46,0.846,1,23.27,0,1,0,0,11232527
